file_name,text
data_urti/poetry/poetry006-26.png,کہا سب نے قول ٓاج تک کوئی تیرا
data_urti/poetry/poetry006-27.png,کبھی ہم نے جھوٹا دیکھا سنا اور نہ دیکھا
data_urti/poetry/poetry006-28.png,کہا گر سمجھتے ہو تم مجھ کو ایسا
data_urti/poetry/poetry006-29.png,تو باور کرو گے اگر میں کہوں گا
data_urti/poetry/poetry006-3.png,بد اندیش کے دل میں گھر کرنے والا
data_urti/poetry/poetry006-30.png,کہ فوج گراں پشت کوہ صفا پر
data_urti/poetry/poetry006-31.png,پڑی ہے کہ لوٹے تمہیں گھات پا کر
data_urti/poetry/poetry006-32.png,۱۷
data_urti/poetry/poetry006-33.png,کہا تیری ہر بات کا یاں یقیں ہے
data_urti/poetry/poetry006-34.png,کہ بچپن سے صادق ہے تو اور امیں ہے
data_urti/poetry/poetry006-35.png,کہا گر میری بات یہ دل نشیں ہے
data_urti/poetry/poetry006-36.png,تو سن لو خلاف اس میں ہر گز نہیں ہے
data_urti/poetry/poetry006-37.png,کہ سب قافلہ یاں سے ہے جانے والا
data_urti/poetry/poetry006-38.png,ڈرو اس سے جو وقت ہے ٓانے والا
data_urti/poetry/poetry006-39.png,وہ بجلی کا کڑکا تھا یا صوت ہادی
data_urti/poetry/poetry006-4.png,مفاسد کا زیروزبر کرنے والا
data_urti/poetry/poetry006-40.png,عرب کی زمیں جس نے ساری ہلادی
data_urti/poetry/poetry006-41.png,نئی اک لگن دل میں سب کے لگادی
data_urti/poetry/poetry006-42.png,اک ٓاواز میں سوتی بستی جگادی
data_urti/poetry/poetry006-43.png,پڑا ہر طرف غل یہ پیغام حق سے
data_urti/poetry/poetry006-44.png,کہ گونج اٹھے دشت و جبل نام حق سے
data_urti/poetry/poetry006-45.png,سبق پھر شریعت کا ان کو پڑھایا
data_urti/poetry/poetry006-46.png,حقیقت کا گر ان کو اک اک بتایا
data_urti/poetry/poetry006-47.png,زمانے کے بگڑے ہو ءوں کو بنایا
data_urti/poetry/poetry006-48.png,بہت دن کے سوتے ہوءوں کو جگایا
data_urti/poetry/poetry006-49.png,کھلے تھے نہ جو راز اب تک جہاں پر
data_urti/poetry/poetry006-5.png,قبائل کو زیروزبر کرنے والا
data_urti/poetry/poetry006-50.png,وہ دکھلا دیے ایک پردہ اٹھا کر
data_urti/poetry/poetry006-51.png,کسی کو ازل کا نہ تھا یاد پیماں
data_urti/poetry/poetry006-52.png,بھلائے تھے بندوں نے مالک کے فرماں
data_urti/poetry/poetry006-53.png,زمانے میں تھا دور صہبائے بطلاں
data_urti/poetry/poetry006-54.png,مئے حق سے محرم نہ تھی بزم دوراں
data_urti/poetry/poetry006-55.png,اچھوتا تھا توحید کا جام اب تک
data_urti/poetry/poetry006-56.png,خم معرفت کا تھا منھ خام اب تک
data_urti/poetry/poetry006-57.png,نہ واقف تھے انساں جزا اور سزا سے
data_urti/poetry/poetry006-58.png,نہ ٓاگاہ تھے مبدء منتہا سے
data_urti/poetry/poetry006-59.png,لگائی تھی ایک اک نے لو ما سوا سے
data_urti/poetry/poetry006-6.png,اتر کر حرا سے سوئے قوم ٓایا
data_urti/poetry/poetry006-60.png,پڑے تھے بہت دور بندے خدا سے
data_urti/poetry/poetry006-61.png,یہ سنتے ہی تھرا گیا گلہ سارا
data_urti/poetry/poetry006-62.png,یہ راعی نے للکارکر جب پکارا
data_urti/poetry/poetry006-7.png,اور اک نسخہ کیمیا ساتھ لایا
data_urti/poetry/poetry006-8.png,مس خام کو جس نے کندن بنایا
data_urti/poetry/poetry006-9.png,کھرا اور کھوٹا الگ کر دکھایا
data_urti/poetry/poetry019-1.png,۷۰
data_urti/poetry/poetry019-10.png,سکوں بخش یعقوب کنعاں میں تو تھی
data_urti/poetry/poetry019-11.png,زلیخا کی غم خوار ہجراں میں تو تھی
data_urti/poetry/poetry019-12.png,دل ٓارام یوسف کی زنداں میں تو تھی
data_urti/poetry/poetry019-13.png,مصائب نے جب ٓان کر ان کو گھیرا
data_urti/poetry/poetry019-14.png,سہارا وہاں سب کو تھا ایک تیرا
data_urti/poetry/poetry019-15.png,بہت ڈوبتوں کو ترایا ہے تو نے
data_urti/poetry/poetry019-16.png,بگڑتوں کو اکثر بنایا ہے تو نے
data_urti/poetry/poetry019-17.png,اکھڑتے دلوں کو جمایا ہے تو نے
data_urti/poetry/poetry019-18.png,اجڑتے دلوں کو بسایا ہے تو نے
data_urti/poetry/poetry019-19.png,بہت تو نے پستوں کو بالا کیا ہے
data_urti/poetry/poetry019-2.png,ضمیمہ
data_urti/poetry/poetry019-20.png,اندھیرے میں اکثر اجالا کیا ہے
data_urti/poetry/poetry019-21.png,قوی تجھ سے ہمت ہے پیروں جواں کی
data_urti/poetry/poetry019-22.png,بندھی تجھ سے ڈھارس ہے خوردوکلاں کی
data_urti/poetry/poetry019-23.png,تجھی پر ہے بنیاد نظم جہاں کی
data_urti/poetry/poetry019-24.png,نہ ہو تو تو رونق نہ ہو اس دکان کی
data_urti/poetry/poetry019-25.png,تگاپو ہے ہر مرحلے میںتجھی سے
data_urti/poetry/poetry019-26.png,روا رو ہے ہر قافلے میں تجھی سے
data_urti/poetry/poetry019-27.png,۷۱
data_urti/poetry/poetry019-28.png,کسانوں میں کلر میں ہے تو بواتی
data_urti/poetry/poetry019-29.png,جہازوں کو گرداب میں ہے کھواتی
data_urti/poetry/poetry019-3.png,بس اے ناامیدی نہ یوں دل بھجا تو
data_urti/poetry/poetry019-30.png,سکندر کو دارا پہ ہے تو چڑھاتی
data_urti/poetry/poetry019-31.png,فریدوں کو ضحاک سے ہے لڑاتی
data_urti/poetry/poetry019-32.png,چلے سب جدھر تو نے ماءل عناں کی
data_urti/poetry/poetry019-33.png,نظر تیری سیٹی پہ ہے کارواں کی
data_urti/poetry/poetry019-34.png,نوازا بہت بے نواءوں کو تو نے
data_urti/poetry/poetry019-35.png,تو نگر بنایا گداءوں کو تو نے
data_urti/poetry/poetry019-36.png,دیا دسترس نارساءوں کو تو نے
data_urti/poetry/poetry019-37.png,کیا بادشہ نا خداءوں کو تو نے
data_urti/poetry/poetry019-38.png,سکندر کو شان کءی تو نے بخشی
data_urti/poetry/poetry019-39.png,کلمبس کو دنیا نءی تو نے بخشی
data_urti/poetry/poetry019-4.png,جھلک اے امید اپنی ٓاخر دکھا تو
data_urti/poetry/poetry019-40.png,وہ رہرو نہیں رکھتے جو کوءی ساماں
data_urti/poetry/poetry019-41.png,خور و زاد سے جن کا خالی ہے داماں
data_urti/poetry/poetry019-42.png,نہ ساتھی کوئی جس سے منزل ہو ٓاساں
data_urti/poetry/poetry019-43.png,نہ محرم کوئی جو سنے درد پنہاں
data_urti/poetry/poetry019-44.png,ترے بل پہ خوش خوش ہیں اس طرح جاتے
data_urti/poetry/poetry019-45.png,کہ جا کر خزانہ ہیں ا ب کوئی پاتے
data_urti/poetry/poetry019-46.png,زمیں جوتنے کو جب اٹھتا ہے جوتا
data_urti/poetry/poetry019-47.png,سمیں کا گماں تک نہیں جب کہ ہوتا
data_urti/poetry/poetry019-48.png,شب و روز محنت میں ہے جان کھوتا
data_urti/poetry/poetry019-49.png,مہینوں نہیں پاءوں پھیلا کے سوتا
data_urti/poetry/poetry019-5.png,ذرا  نا امیدوں کی ڈھارس بندھا تو
data_urti/poetry/poetry019-50.png,اگر موجزن اس کے دل میں نہ تو ہو
data_urti/poetry/poetry019-51.png,تو دنیا میں غل بھوک کا چار سو ہو
data_urti/poetry/poetry019-52.png,بنے اسے بھی گر سوا اپنے دم پر
data_urti/poetry/poetry019-53.png,بلاءوں کا ہو سامنا ہر قدم پر
data_urti/poetry/poetry019-54.png,پھاڑ اک فزوں اور ہو کوہ غم پر
data_urti/poetry/poetry019-55.png,گزرتی ہو جو کچھ گزر جائے ہم پر
data_urti/poetry/poetry019-56.png,نہیں فکر تو دل بڑھاتی ہے جب تک
data_urti/poetry/poetry019-57.png,دماغوں میں بو تیری ٓاتی ہے جب تک
data_urti/poetry/poetry019-6.png,فسردہ دلوں کے دل ٓا کر بڑھا تو
data_urti/poetry/poetry019-7.png,ترے دم سے مردوں میں جانیں پڑی ہیں
data_urti/poetry/poetry019-8.png,جلی کھیتیاں تو نے سر سبز کی ہیں
data_urti/poetry/poetry019-9.png,سفینہ پئے نوح طوفاں میں تو تھی
data_urti/poetry/poetry031-1.png,۱۰۴
data_urti/poetry/poetry031-10.png,شاہد ہے اگر دین تو علم اس کا ہے زیور
data_urti/poetry/poetry031-11.png,زیور ہے اگر علم تو مال اس کی جلا ہے
data_urti/poetry/poetry031-12.png,جس قوم میں اور دین میں ہو علم نہ دولت
data_urti/poetry/poetry031-13.png,اس قوم کی اور دین کی پانی پہ بنا ہے
data_urti/poetry/poetry031-14.png,گو قوم میں تیری نہیں اب کوئی بڑائی
data_urti/poetry/poetry031-15.png,پر نام تیری قوم کا یاں اب بھی بڑا ہے
data_urti/poetry/poetry031-16.png,ڈر ہے کہیں یہ نام بھی مٹ جائے نہ ٓاخر
data_urti/poetry/poetry031-17.png,مدت سے اسے دور زماں میٹ رہا ہے
data_urti/poetry/poetry031-18.png,جس قصر کا تھا سر بفلک گنبد اقبال
data_urti/poetry/poetry031-19.png,ادبار کی اب گونج رہی اس میں صدا ہے
data_urti/poetry/poetry031-2.png,یاں راگ ہے دن رات تو واں رنگ شب و روز
data_urti/poetry/poetry031-20.png,بیڑا تھا نہ جو باد مخالف سے خبردار
data_urti/poetry/poetry031-21.png,جو چلتی ہے اب چلتی خلاف اس کے ہوا ہے
data_urti/poetry/poetry031-22.png,وہ روشنی  بام و در کشور اسلام
data_urti/poetry/poetry031-23.png,یاد ٓاج تلک جس کی زمانے کو ضیا ہے
data_urti/poetry/poetry031-24.png,روشن نظر ٓاتا نہیں واں کوئی چراغ ٓاج
data_urti/poetry/poetry031-25.png,بجھنے کو ہے اب گر کوئی بجھنے سے بچا ہے
data_urti/poetry/poetry031-26.png,عشرت کدے ٓاباد تھے جس قوم کے ہر سو
data_urti/poetry/poetry031-27.png,اس قوم کا اک اک گھر اب بزم عزا ہے
data_urti/poetry/poetry031-28.png,چاءوش تھے للکارتے جن رہ گزروں کو
data_urti/poetry/poetry031-29.png,دن رات بلند ان میں فقیروں کی صدا ہے
data_urti/poetry/poetry031-3.png,یہ مجلس اعیاں ہے وہ بزم شرفا ہے
data_urti/poetry/poetry031-30.png,وہ قوم کہ ٓافاق میں جو سر بفلک تھی
data_urti/poetry/poetry031-31.png,وہ یاد میں اسلاف کے اب رو بقضا ہے
data_urti/poetry/poetry031-32.png,جو قوم کہ مالک تھی علوم اور حکم کی
data_urti/poetry/poetry031-33.png,اب علم کا واں نام نہ حکمت کا پتا ہے
data_urti/poetry/poetry031-34.png,کھوج ان کے کمالات کا لگتا ہے اب اتنا
data_urti/poetry/poetry031-35.png,گم دشت میں اک قافلہ بے طبل و درا ہے
data_urti/poetry/poetry031-36.png,بگڑی ہے کچھ ایسی کہ بنائے نہیں بنتی
data_urti/poetry/poetry031-37.png,ہے اس سے یہ ظاہر کہ یہی حکم قضا ہے
data_urti/poetry/poetry031-38.png,تھی ٓاس تو تھا خوف بھی ہمراہ رجا کے
data_urti/poetry/poetry031-39.png,اب خوف ہے مدت سے دلوں میں نہ رجا ہے
data_urti/poetry/poetry031-4.png,چھوٹوں میں اطاعت ہے نہ شفقت ہے بڑوں میں
data_urti/poetry/poetry031-40.png,جو کچھ ہیں وہ سب اپنے ہی ہاتوں کے ہیں کرتوت
data_urti/poetry/poetry031-41.png,شکوہ ہے زمانے کا نہ قسمت کا گلا ہے
data_urti/poetry/poetry031-42.png,۱۰۵
data_urti/poetry/poetry031-43.png,دیکھے ہیں یہ دن اپنی ہی غفلت کی بدولت
data_urti/poetry/poetry031-44.png,سچ ہے کہ برے کام کا انجام برا ہے
data_urti/poetry/poetry031-45.png,کی زیب بدن سب نے ہی پوشاک کتاں کی
data_urti/poetry/poetry031-46.png,اور برف میںڈوبی ہوئی کشور کی ہوا ہے
data_urti/poetry/poetry031-47.png,درکار ہیں یاں معرکے میں جوشن و خفتاں
data_urti/poetry/poetry031-48.png,اور دوش پہ یاروں کے وہی کہنہ روا ہے
data_urti/poetry/poetry031-49.png,دریائے پر ٓاشوب ہے اک راہ میں حائل
data_urti/poetry/poetry031-5.png,پیاروں میں محبت ہے نہ یاروں میں وفا ہے
data_urti/poetry/poetry031-50.png,اور بیٹھ کے گھوڑ ناءو پہ یاں قصد شنا ہے
data_urti/poetry/poetry031-51.png,ملتی نہین اک بوند بھی پانی کی جہاں مفت
data_urti/poetry/poetry031-52.png,واں قافلہ سب گھر سے تہیدست چلا ہے
data_urti/poetry/poetry031-53.png,یان نکلے ہیں سودے کو درم لے کے پرانے
data_urti/poetry/poetry031-54.png,اور سکہ رواں شہر میں مدت سے نیا ہے
data_urti/poetry/poetry031-55.png,فریاد ہے اے کشتی امت کے نگہباں
data_urti/poetry/poetry031-56.png,بیڑا یہ تباہی کے قریب ٓان لگا ہے
data_urti/poetry/poetry031-57.png,اے چشمہ رحمت با بی انت و امی
data_urti/poetry/poetry031-58.png,دنیا پہ ترا لطف سدا عام رہا ہے
data_urti/poetry/poetry031-59.png,جس قوم نے گھر اور وطن تجھ سے چھڑایا
data_urti/poetry/poetry031-6.png,دولت ہے نہ عزت نہ فضیلت نہ ہنر ہے
data_urti/poetry/poetry031-60.png,جب تو نے کیا نیک سلوک ان سے کیا ہے
data_urti/poetry/poetry031-61.png,صدمہ در دنداں کو ترے جن سے کہ پہنچا
data_urti/poetry/poetry031-62.png,کی ان کے لیے تو نے بھلائی کی دعا ہے
data_urti/poetry/poetry031-63.png,کی تو نے خطا عفو ہے ان کینہ کشوں کی
data_urti/poetry/poetry031-64.png,کھانے میں جنھوںنے کہ تجھے زہر دیا ہے
data_urti/poetry/poetry031-65.png,سو بار ترا دیکھ کے عفو اور ترحم
data_urti/poetry/poetry031-66.png,ہر باغی و سر کش کا سر ٓاخر کو جھکا ہے
data_urti/poetry/poetry031-67.png,جو بے ادبی کرتے تھے اشعار میں تیری
data_urti/poetry/poetry031-68.png,منقول انہی سے تری پھر مدح و ثنا ہے
data_urti/poetry/poetry031-69.png,برتاءو ترے جب کہ یہ اعدا سے ہیں اپنے
data_urti/poetry/poetry031-7.png,اک دین ہے باقی سو وہ بے برگ و نوا ہے
data_urti/poetry/poetry031-70.png,اعدا سے غلاموں کو کچھ امید سوا ہے
data_urti/poetry/poetry031-71.png,کر حق سے دعا امت مرحوم کے حق میں
data_urti/poetry/poetry031-72.png,خطروں میں بہت جس کا جہاز ٓاکے گھرا ہے
data_urti/poetry/poetry031-73.png,امت مین تری نیک بھی ہیں بد بھی ہیں لیکن
data_urti/poetry/poetry031-74.png,دلدادہ ترا ایک سے ایک ان مین سوا ہے
data_urti/poetry/poetry031-75.png,ایماں جسے کہتے ہیں عقیدے میں ہمارے
data_urti/poetry/poetry031-76.png,وہ تیری محبت تیری عترت کی ولا ہے
data_urti/poetry/poetry031-77.png,ہر چپقلش دہر مخالف میں ترا نام
data_urti/poetry/poetry031-78.png,ہتھیار جوانوں کا ہے پیروں کا عصا ہے
data_urti/poetry/poetry031-79.png,جو خاک ترے در پہ ہے جا روب سے اڑتی
data_urti/poetry/poetry031-8.png,ہے دین کی دولت سے بہا علم سے رونق
data_urti/poetry/poetry031-80.png,وہ خاک ہمارے لیے داروئے شفا ہے
data_urti/poetry/poetry031-81.png,جو شہر ہوا تیری ولادت سے مشرف
data_urti/poetry/poetry031-82.png,اب تک وہی قبلہ تری امت کا رہا ہے
data_urti/poetry/poetry031-9.png,بے دولت و علم اس میں نہ رونق نہ بہا ہے
data_urti/poetry/poetry032-1.png,۱۰۶
data_urti/poetry/poetry032-10.png,خود جاہ کے طالب ہیں نہ عزت کے ہیں خواہاں
data_urti/poetry/poetry032-11.png,پر فکر ترے دین کی عزت کی سدا ہے
data_urti/poetry/poetry032-12.png,گر دین کو جوکھوں نہیں ذلت سے ہماری
data_urti/poetry/poetry032-13.png,امت تری ہر حال میں راضی برضا ہے
data_urti/poetry/poetry032-14.png,عزت کی بہت دیکھ لیں دنیا میں بہاریں
data_urti/poetry/poetry032-15.png,اب دیکھ لیں یہ بھی کہ جو ذلت میں مزا ہے
data_urti/poetry/poetry032-16.png,ہاں حالی گستاخ نہ بڑھ حد ادب سے
data_urti/poetry/poetry032-17.png,باتوں سے ٹپکتا تری اب صاف گلا ہے
data_urti/poetry/poetry032-18.png,ہے یہ بھی خبر تجھ کو کہ ہے کون مخاطب
data_urti/poetry/poetry032-19.png,یاں جنبش لب خارج از ٓاہنگ خطا ہے
data_urti/poetry/poetry032-2.png,
data_urti/poetry/poetry032-3.png,کل دیکھیے پیش ٓائے غلاموں کو ترے کیا
data_urti/poetry/poetry032-4.png,اب تک تو ترے نام پہ اک ایک فدا ہے
data_urti/poetry/poetry032-5.png,ہم نیک ہیں یا بد ہیں پھر ٓاخر ہیں تمھارے
data_urti/poetry/poetry032-6.png,نسبت بہت اچھی ہے اگر حال برا ہے
data_urti/poetry/poetry032-7.png,گر بد ہیں تو حق اپنا ہے کچھ تجھ پر زیادہ
data_urti/poetry/poetry032-8.png,اخبار میں الطالح لی ہم نے سنا ہے
data_urti/poetry/poetry032-9.png,
